Fecha,Dia,ID_Dia,Sistema,ID_Sistema,Cantidades,ID_Cantidades,Base,ID_Base,Volumen
01/01/2023,sunday,7,Morelia,2,Historico,1,Firme,1,2177
01/01/2023,sunday,7,Morelia,2,Historico,1,Flexible,2,885
01/01/2023,sunday,7,Morelia,2,Historico,1,Volumetrica,3,314.5
01/01/2023,sunday,7,Morelia,2,Historico,1,Nominacion,4,3376.59
01/01/2023,sunday,7,Morelia,2,Historico,1,Medicion real,5,2405.59284
01/01/2023,sunday,7,Morelia,2,Distribucion consumo,2,Firme,1,2177.09
01/01/2023,sunday,7,Morelia,2,Distribucion consumo,2,Flexible,2,228.50284
01/01/2023,sunday,7,Morelia,2,Distribucion consumo,2,Volumetrica,3,0
01/01/2023,sunday,7,Morelia,2,Distribucion consumo,2,Cana,6,0
01/01/2023,sunday,7,Morelia,2,Distribucion transporte,3,Firme,1,2177.09
01/01/2023,sunday,7,Morelia,2,Distribucion transporte,3,Flexible,2,228.50284
01/01/2023,sunday,7,Morelia,2,Distribucion transporte,3,Volumetrica,3,0
01/01/2023,sunday,7,Morelia,2,Distribucion transporte,3,Interrumpible,7,0
01/01/2023,sunday,7,Morelia,2,Distribucion transporte,3,Cana,6,0
01/01/2023,sunday,7,Morelia,2,Incumplimientos,4,Firme,1,0
01/01/2023,sunday,7,Morelia,2,Incumplimientos,4,Flexible,2,656.49716
01/01/2023,sunday,7,Uruapan,1,Historico,1,Firme,1,1000
01/01/2023,sunday,7,Uruapan,1,Historico,1,Flexible,2,0
01/01/2023,sunday,7,Uruapan,1,Historico,1,Volumetrica,3,270.4
01/01/2023,sunday,7,Uruapan,1,Historico,1,Nominacion,4,1270.4
01/01/2023,sunday,7,Uruapan,1,Historico,1,Medicion real,5,959.46375
01/01/2023,sunday,7,Uruapan,1,Distribucion consumo,2,Firme,1,959.46375
01/01/2023,sunday,7,Uruapan,1,Distribucion consumo,2,Flexible,2,0
01/01/2023,sunday,7,Uruapan,1,Distribucion consumo,2,Volumetrica,3,0
01/01/2023,sunday,7,Uruapan,1,Distribucion consumo,2,Cana,6,0
01/01/2023,sunday,7,Uruapan,1,Distribucion transporte,3,Firme,1,959.46375
01/01/2023,sunday,7,Uruapan,1,Distribucion transporte,3,Flexible,2,0
01/01/2023,sunday,7,Uruapan,1,Distribucion transporte,3,Volumetrica,3,0
01/01/2023,sunday,7,Uruapan,1,Distribucion transporte,3,Interrumpible,7,0
01/01/2023,sunday,7,Uruapan,1,Distribucion transporte,3,Cana,6,0
01/01/2023,sunday,7,Uruapan,1,Incumplimientos,4,Firme,1,0
01/01/2023,sunday,7,Uruapan,1,Incumplimientos,4,Flexible,2,0
02/01/2023,monday,1,Morelia,2,Historico,1,Firme,1,2177.09
02/01/2023,monday,1,Morelia,2,Historico,1,Flexible,2,555
02/01/2023,monday,1,Morelia,2,Historico,1,Volumetrica,3,314.5
02/01/2023,monday,1,Morelia,2,Historico,1,Nominacion,4,3046.59
02/01/2023,monday,1,Morelia,2,Historico,1,Medicion real,5,3104.74753
02/01/2023,monday,1,Morelia,2,Distribucion consumo,2,Firme,1,2177.09
02/01/2023,monday,1,Morelia,2,Distribucion consumo,2,Flexible,2,555
02/01/2023,monday,1,Morelia,2,Distribucion consumo,2,Volumetrica,3,314.5
02/01/2023,monday,1,Morelia,2,Distribucion consumo,2,Cana,6,58.15753
02/01/2023,monday,1,Morelia,2,Distribucion transporte,3,Firme,1,2177.09
02/01/2023,monday,1,Morelia,2,Distribucion transporte,3,Flexible,2,555
02/01/2023,monday,1,Morelia,2,Distribucion transporte,3,Volumetrica,3,314.5
02/01/2023,monday,1,Morelia,2,Distribucion transporte,3,Interrumpible,7,0
02/01/2023,monday,1,Morelia,2,Distribucion transporte,3,Cana,6,0
02/01/2023,monday,1,Morelia,2,Incumplimientos,4,Firme,1,0
02/01/2023,monday,1,Morelia,2,Incumplimientos,4,Flexible,2,0
02/01/2023,monday,1,Uruapan,1,Historico,1,Firme,1,1000
02/01/2023,monday,1,Uruapan,1,Historico,1,Flexible,2,0
02/01/2023,monday,1,Uruapan,1,Historico,1,Volumetrica,3,270.4
02/01/2023,monday,1,Uruapan,1,Historico,1,Nominacion,4,1270.4
02/01/2023,monday,1,Uruapan,1,Historico,1,Medicion real,5,1373.05958
02/01/2023,monday,1,Uruapan,1,Distribucion consumo,2,Firme,1,1000
02/01/2023,monday,1,Uruapan,1,Distribucion consumo,2,Flexible,2,0
02/01/2023,monday,1,Uruapan,1,Distribucion consumo,2,Volumetrica,3,270.4
02/01/2023,monday,1,Uruapan,1,Distribucion consumo,2,Cana,6,102.65958
02/01/2023,monday,1,Uruapan,1,Distribucion transporte,3,Firme,1,1000
02/01/2023,monday,1,Uruapan,1,Distribucion transporte,3,Flexible,2,0
02/01/2023,monday,1,Uruapan,1,Distribucion transporte,3,Volumetrica,3,270.4
02/01/2023,monday,1,Uruapan,1,Distribucion transporte,3,Interrumpible,7,0
02/01/2023,monday,1,Uruapan,1,Distribucion transporte,3,Cana,6,0
02/01/2023,monday,1,Uruapan,1,Incumplimientos,4,Firme,1,0
02/01/2023,monday,1,Uruapan,1,Incumplimientos,4,Flexible,2,0
03/01/2023,tuesday,2,Morelia,2,Historico,1,Firme,1,2177.09
03/01/2023,tuesday,2,Morelia,2,Historico,1,Flexible,2,1120
03/01/2023,tuesday,2,Morelia,2,Historico,1,Volumetrica,3,314.5
03/01/2023,tuesday,2,Morelia,2,Historico,1,Nominacion,4,3611.59
03/01/2023,tuesday,2,Morelia,2,Historico,1,Medicion real,5,3309.10082
03/01/2023,tuesday,2,Morelia,2,Distribucion consumo,2,Firme,1,2177.09
03/01/2023,tuesday,2,Morelia,2,Distribucion consumo,2,Flexible,2,1120
03/01/2023,tuesday,2,Morelia,2,Distribucion consumo,2,Volumetrica,3,12.01082
03/01/2023,tuesday,2,Morelia,2,Distribucion consumo,2,Cana,6,0
03/01/2023,tuesday,2,Morelia,2,Distribucion transporte,3,Firme,1,2177.09
03/01/2023,tuesday,2,Morelia,2,Distribucion transporte,3,Flexible,2,1120
03/01/2023,tuesday,2,Morelia,2,Distribucion transporte,3,Volumetrica,3,12.01082
03/01/2023,tuesday,2,Morelia,2,Distribucion transporte,3,Interrumpible,7,0
03/01/2023,tuesday,2,Morelia,2,Distribucion transporte,3,Cana,6,0
03/01/2023,tuesday,2,Morelia,2,Incumplimientos,4,Firme,1,0
03/01/2023,tuesday,2,Morelia,2,Incumplimientos,4,Flexible,2,0
03/01/2023,tuesday,2,Uruapan,1,Historico,1,Firme,1,1100
03/01/2023,tuesday,2,Uruapan,1,Historico,1,Flexible,2,0
03/01/2023,tuesday,2,Uruapan,1,Historico,1,Volumetrica,3,270.4
03/01/2023,tuesday,2,Uruapan,1,Historico,1,Nominacion,4,1370.4
03/01/2023,tuesday,2,Uruapan,1,Historico,1,Medicion real,5,1390.97893
03/01/2023,tuesday,2,Uruapan,1,Distribucion consumo,2,Firme,1,1100
03/01/2023,tuesday,2,Uruapan,1,Distribucion consumo,2,Flexible,2,0
03/01/2023,tuesday,2,Uruapan,1,Distribucion consumo,2,Volumetrica,3,270.4
03/01/2023,tuesday,2,Uruapan,1,Distribucion consumo,2,Cana,6,20.57893
03/01/2023,tuesday,2,Uruapan,1,Distribucion transporte,3,Firme,1,1100
03/01/2023,tuesday,2,Uruapan,1,Distribucion transporte,3,Flexible,2,0
03/01/2023,tuesday,2,Uruapan,1,Distribucion transporte,3,Volumetrica,3,270.4
03/01/2023,tuesday,2,Uruapan,1,Distribucion transporte,3,Interrumpible,7,0
03/01/2023,tuesday,2,Uruapan,1,Distribucion transporte,3,Cana,6,0
03/01/2023,tuesday,2,Uruapan,1,Incumplimientos,4,Firme,1,0
03/01/2023,tuesday,2,Uruapan,1,Incumplimientos,4,Flexible,2,0
04/01/2023,wednesday,3,Morelia,2,Historico,1,Firme,1,2177.09
04/01/2023,wednesday,3,Morelia,2,Historico,1,Flexible,2,1120
04/01/2023,wednesday,3,Morelia,2,Historico,1,Volumetrica,3,314.5
04/01/2023,wednesday,3,Morelia,2,Historico,1,Nominacion,4,3611.59
04/01/2023,wednesday,3,Morelia,2,Historico,1,Medicion real,5,3193.0397
04/01/2023,wednesday,3,Morelia,2,Distribucion consumo,2,Firme,1,2177.09
04/01/2023,wednesday,3,Morelia,2,Distribucion consumo,2,Flexible,2,1015.9497
04/01/2023,wednesday,3,Morelia,2,Distribucion consumo,2,Volumetrica,3,0
04/01/2023,wednesday,3,Morelia,2,Distribucion consumo,2,Cana,6,0
04/01/2023,wednesday,3,Morelia,2,Distribucion transporte,3,Firme,1,2177.09
04/01/2023,wednesday,3,Morelia,2,Distribucion transporte,3,Flexible,2,1015.9497
04/01/2023,wednesday,3,Morelia,2,Distribucion transporte,3,Volumetrica,3,0
04/01/2023,wednesday,3,Morelia,2,Distribucion transporte,3,Interrumpible,7,0
04/01/2023,wednesday,3,Morelia,2,Distribucion transporte,3,Cana,6,0
04/01/2023,wednesday,3,Morelia,2,Incumplimientos,4,Firme,1,0
04/01/2023,wednesday,3,Morelia,2,Incumplimientos,4,Flexible,2,0
04/01/2023,wednesday,3,Uruapan,1,Historico,1,Firme,1,1100
04/01/2023,wednesday,3,Uruapan,1,Historico,1,Flexible,2,0
04/01/2023,wednesday,3,Uruapan,1,Historico,1,Volumetrica,3,270.4
04/01/2023,wednesday,3,Uruapan,1,Historico,1,Nominacion,4,1370.4
04/01/2023,wednesday,3,Uruapan,1,Historico,1,Medicion real,5,1326.31955
04/01/2023,wednesday,3,Uruapan,1,Distribucion consumo,2,Firme,1,1100
04/01/2023,wednesday,3,Uruapan,1,Distribucion consumo,2,Flexible,2,0
04/01/2023,wednesday,3,Uruapan,1,Distribucion consumo,2,Volumetrica,3,226.31955
04/01/2023,wednesday,3,Uruapan,1,Distribucion consumo,2,Cana,6,0
04/01/2023,wednesday,3,Uruapan,1,Distribucion transporte,3,Firme,1,1100
04/01/2023,wednesday,3,Uruapan,1,Distribucion transporte,3,Flexible,2,0
04/01/2023,wednesday,3,Uruapan,1,Distribucion transporte,3,Volumetrica,3,226.31955
04/01/2023,wednesday,3,Uruapan,1,Distribucion transporte,3,Interrumpible,7,0
04/01/2023,wednesday,3,Uruapan,1,Distribucion transporte,3,Cana,6,0
04/01/2023,wednesday,3,Uruapan,1,Incumplimientos,4,Firme,1,0
04/01/2023,wednesday,3,Uruapan,1,Incumplimientos,4,Flexible,2,0
05/01/2023,thursday,4,Morelia,2,Historico,1,Firme,1,2177.09
05/01/2023,thursday,4,Morelia,2,Historico,1,Flexible,2,1120
05/01/2023,thursday,4,Morelia,2,Historico,1,Volumetrica,3,314.5
05/01/2023,thursday,4,Morelia,2,Historico,1,Nominacion,4,3611.59
05/01/2023,thursday,4,Morelia,2,Historico,1,Medicion real,5,3297.10637
05/01/2023,thursday,4,Morelia,2,Distribucion consumo,2,Firme,1,2177.09
05/01/2023,thursday,4,Morelia,2,Distribucion consumo,2,Flexible,2,1120
05/01/2023,thursday,4,Morelia,2,Distribucion consumo,2,Volumetrica,3,0.01637
05/01/2023,thursday,4,Morelia,2,Distribucion consumo,2,Cana,6,0
05/01/2023,thursday,4,Morelia,2,Distribucion transporte,3,Firme,1,2177.09
05/01/2023,thursday,4,Morelia,2,Distribucion transporte,3,Flexible,2,1120
05/01/2023,thursday,4,Morelia,2,Distribucion transporte,3,Volumetrica,3,0.01637
05/01/2023,thursday,4,Morelia,2,Distribucion transporte,3,Interrumpible,7,0
05/01/2023,thursday,4,Morelia,2,Distribucion transporte,3,Cana,6,0
05/01/2023,thursday,4,Morelia,2,Incumplimientos,4,Firme,1,0
05/01/2023,thursday,4,Morelia,2,Incumplimientos,4,Flexible,2,0
05/01/2023,thursday,4,Uruapan,1,Historico,1,Firme,1,1100
05/01/2023,thursday,4,Uruapan,1,Historico,1,Flexible,2,0
05/01/2023,thursday,4,Uruapan,1,Historico,1,Volumetrica,3,270.4
05/01/2023,thursday,4,Uruapan,1,Historico,1,Nominacion,4,1370.4
05/01/2023,thursday,4,Uruapan,1,Historico,1,Medicion real,5,1315.31215
05/01/2023,thursday,4,Uruapan,1,Distribucion consumo,2,Firme,1,1100
05/01/2023,thursday,4,Uruapan,1,Distribucion consumo,2,Flexible,2,0
05/01/2023,thursday,4,Uruapan,1,Distribucion consumo,2,Volumetrica,3,215.31215
05/01/2023,thursday,4,Uruapan,1,Distribucion consumo,2,Cana,6,0
05/01/2023,thursday,4,Uruapan,1,Distribucion transporte,3,Firme,1,1100
05/01/2023,thursday,4,Uruapan,1,Distribucion transporte,3,Flexible,2,0
05/01/2023,thursday,4,Uruapan,1,Distribucion transporte,3,Volumetrica,3,215.31215
05/01/2023,thursday,4,Uruapan,1,Distribucion transporte,3,Interrumpible,7,0
05/01/2023,thursday,4,Uruapan,1,Distribucion transporte,3,Cana,6,0
05/01/2023,thursday,4,Uruapan,1,Incumplimientos,4,Firme,1,0
05/01/2023,thursday,4,Uruapan,1,Incumplimientos,4,Flexible,2,0
06/01/2023,friday,5,Morelia,2,Historico,1,Firme,1,2177.09
06/01/2023,friday,5,Morelia,2,Historico,1,Flexible,2,1120
06/01/2023,friday,5,Morelia,2,Historico,1,Volumetrica,3,314.5
06/01/2023,friday,5,Morelia,2,Historico,1,Nominacion,4,3611.59
06/01/2023,friday,5,Morelia,2,Historico,1,Medicion real,5,3255.07832
06/01/2023,friday,5,Morelia,2,Distribucion consumo,2,Firme,1,2177.09
06/01/2023,friday,5,Morelia,2,Distribucion consumo,2,Flexible,2,1077.98832
06/01/2023,friday,5,Morelia,2,Distribucion consumo,2,Volumetrica,3,0
06/01/2023,friday,5,Morelia,2,Distribucion consumo,2,Cana,6,0
06/01/2023,friday,5,Morelia,2,Distribucion transporte,3,Firme,1,2177.09
06/01/2023,friday,5,Morelia,2,Distribucion transporte,3,Flexible,2,1077.98832
06/01/2023,friday,5,Morelia,2,Distribucion transporte,3,Volumetrica,3,0
06/01/2023,friday,5,Morelia,2,Distribucion transporte,3,Interrumpible,7,0
06/01/2023,friday,5,Morelia,2,Distribucion transporte,3,Cana,6,0
06/01/2023,friday,5,Morelia,2,Incumplimientos,4,Firme,1,0
06/01/2023,friday,5,Morelia,2,Incumplimientos,4,Flexible,2,0
06/01/2023,friday,5,Uruapan,1,Historico,1,Firme,1,1100
06/01/2023,friday,5,Uruapan,1,Historico,1,Flexible,2,0
06/01/2023,friday,5,Uruapan,1,Historico,1,Volumetrica,3,270.4
06/01/2023,friday,5,Uruapan,1,Historico,1,Nominacion,4,1370.4
06/01/2023,friday,5,Uruapan,1,Historico,1,Medicion real,5,1346.67639
06/01/2023,friday,5,Uruapan,1,Distribucion consumo,2,Firme,1,1100
06/01/2023,friday,5,Uruapan,1,Distribucion consumo,2,Flexible,2,0
06/01/2023,friday,5,Uruapan,1,Distribucion consumo,2,Volumetrica,3,246.67639
06/01/2023,friday,5,Uruapan,1,Distribucion consumo,2,Cana,6,0
06/01/2023,friday,5,Uruapan,1,Distribucion transporte,3,Firme,1,1100
06/01/2023,friday,5,Uruapan,1,Distribucion transporte,3,Flexible,2,0
06/01/2023,friday,5,Uruapan,1,Distribucion transporte,3,Volumetrica,3,246.67639
06/01/2023,friday,5,Uruapan,1,Distribucion transporte,3,Interrumpible,7,0
06/01/2023,friday,5,Uruapan,1,Distribucion transporte,3,Cana,6,0
06/01/2023,friday,5,Uruapan,1,Incumplimientos,4,Firme,1,0
06/01/2023,friday,5,Uruapan,1,Incumplimientos,4,Flexible,2,0
07/01/2023,saturday,6,Morelia,2,Historico,1,Firme,1,2177.09
07/01/2023,saturday,6,Morelia,2,Historico,1,Flexible,2,1120
07/01/2023,saturday,6,Morelia,2,Historico,1,Volumetrica,3,314.5
07/01/2023,saturday,6,Morelia,2,Historico,1,Nominacion,4,3611.59
07/01/2023,saturday,6,Morelia,2,Historico,1,Medicion real,5,2963.27401
07/01/2023,saturday,6,Morelia,2,Distribucion consumo,2,Firme,1,2177.09
07/01/2023,saturday,6,Morelia,2,Distribucion consumo,2,Flexible,2,786.18401
07/01/2023,saturday,6,Morelia,2,Distribucion consumo,2,Volumetrica,3,0
07/01/2023,saturday,6,Morelia,2,Distribucion consumo,2,Cana,6,0
07/01/2023,saturday,6,Morelia,2,Distribucion transporte,3,Firme,1,2177.09
07/01/2023,saturday,6,Morelia,2,Distribucion transporte,3,Flexible,2,786.18401
07/01/2023,saturday,6,Morelia,2,Distribucion transporte,3,Volumetrica,3,0
07/01/2023,saturday,6,Morelia,2,Distribucion transporte,3,Interrumpible,7,0
07/01/2023,saturday,6,Morelia,2,Distribucion transporte,3,Cana,6,0
07/01/2023,saturday,6,Morelia,2,Incumplimientos,4,Firme,1,0
07/01/2023,saturday,6,Morelia,2,Incumplimientos,4,Flexible,2,333.81599
07/01/2023,saturday,6,Uruapan,1,Historico,1,Firme,1,600
07/01/2023,saturday,6,Uruapan,1,Historico,1,Flexible,2,0
07/01/2023,saturday,6,Uruapan,1,Historico,1,Volumetrica,3,270.4
07/01/2023,saturday,6,Uruapan,1,Historico,1,Nominacion,4,870.4
07/01/2023,saturday,6,Uruapan,1,Historico,1,Medicion real,5,1196.11781
07/01/2023,saturday,6,Uruapan,1,Distribucion consumo,2,Firme,1,600
07/01/2023,saturday,6,Uruapan,1,Distribucion consumo,2,Flexible,2,0
07/01/2023,saturday,6,Uruapan,1,Distribucion consumo,2,Volumetrica,3,270.4
07/01/2023,saturday,6,Uruapan,1,Distribucion consumo,2,Cana,6,325.71781
07/01/2023,saturday,6,Uruapan,1,Distribucion transporte,3,Firme,1,600
07/01/2023,saturday,6,Uruapan,1,Distribucion transporte,3,Flexible,2,0
07/01/2023,saturday,6,Uruapan,1,Distribucion transporte,3,Volumetrica,3,270.4
07/01/2023,saturday,6,Uruapan,1,Distribucion transporte,3,Interrumpible,7,0
07/01/2023,saturday,6,Uruapan,1,Distribucion transporte,3,Cana,6,0
07/01/2023,saturday,6,Uruapan,1,Incumplimientos,4,Firme,1,0
07/01/2023,saturday,6,Uruapan,1,Incumplimientos,4,Flexible,2,0
08/01/2023,sunday,7,Morelia,2,Historico,1,Firme,1,2177.09
08/01/2023,sunday,7,Morelia,2,Historico,1,Flexible,2,885
08/01/2023,sunday,7,Morelia,2,Historico,1,Volumetrica,3,314.5
08/01/2023,sunday,7,Morelia,2,Historico,1,Nominacion,4,3376.59
08/01/2023,sunday,7,Morelia,2,Historico,1,Medicion real,5,3084.74085
08/01/2023,sunday,7,Morelia,2,Distribucion consumo,2,Firme,1,2177.09
08/01/2023,sunday,7,Morelia,2,Distribucion consumo,2,Flexible,2,885
08/01/2023,sunday,7,Morelia,2,Distribucion consumo,2,Volumetrica,3,22.65085
08/01/2023,sunday,7,Morelia,2,Distribucion consumo,2,Cana,6,0
08/01/2023,sunday,7,Morelia,2,Distribucion transporte,3,Firme,1,2177.09
08/01/2023,sunday,7,Morelia,2,Distribucion transporte,3,Flexible,2,885
08/01/2023,sunday,7,Morelia,2,Distribucion transporte,3,Volumetrica,3,22.65085
08/01/2023,sunday,7,Morelia,2,Distribucion transporte,3,Interrumpible,7,0
08/01/2023,sunday,7,Morelia,2,Distribucion transporte,3,Cana,6,0
08/01/2023,sunday,7,Morelia,2,Incumplimientos,4,Firme,1,0
08/01/2023,sunday,7,Morelia,2,Incumplimientos,4,Flexible,2,0
08/01/2023,sunday,7,Uruapan,1,Historico,1,Firme,1,1000
08/01/2023,sunday,7,Uruapan,1,Historico,1,Flexible,2,0
08/01/2023,sunday,7,Uruapan,1,Historico,1,Volumetrica,3,270.4
08/01/2023,sunday,7,Uruapan,1,Historico,1,Nominacion,4,1270.4
08/01/2023,sunday,7,Uruapan,1,Historico,1,Medicion real,5,1072.20506
08/01/2023,sunday,7,Uruapan,1,Distribucion consumo,2,Firme,1,1000
08/01/2023,sunday,7,Uruapan,1,Distribucion consumo,2,Flexible,2,0
08/01/2023,sunday,7,Uruapan,1,Distribucion consumo,2,Volumetrica,3,72.20506
08/01/2023,sunday,7,Uruapan,1,Distribucion consumo,2,Cana,6,0
08/01/2023,sunday,7,Uruapan,1,Distribucion transporte,3,Firme,1,1000
08/01/2023,sunday,7,Uruapan,1,Distribucion transporte,3,Flexible,2,0
08/01/2023,sunday,7,Uruapan,1,Distribucion transporte,3,Volumetrica,3,72.20506
08/01/2023,sunday,7,Uruapan,1,Distribucion transporte,3,Interrumpible,7,0
08/01/2023,sunday,7,Uruapan,1,Distribucion transporte,3,Cana,6,0
08/01/2023,sunday,7,Uruapan,1,Incumplimientos,4,Firme,1,0
08/01/2023,sunday,7,Uruapan,1,Incumplimientos,4,Flexible,2,0
09/01/2023,monday,1,Morelia,2,Historico,1,Firme,1,2177.09
09/01/2023,monday,1,Morelia,2,Historico,1,Flexible,2,555
09/01/2023,monday,1,Morelia,2,Historico,1,Volumetrica,3,314.5
09/01/2023,monday,1,Morelia,2,Historico,1,Nominacion,4,3046.59
09/01/2023,monday,1,Morelia,2,Historico,1,Medicion real,5,3333.78236
09/01/2023,monday,1,Morelia,2,Distribucion consumo,2,Firme,1,2177.09
09/01/2023,monday,1,Morelia,2,Distribucion consumo,2,Flexible,2,555
09/01/2023,monday,1,Morelia,2,Distribucion consumo,2,Volumetrica,3,314.5
09/01/2023,monday,1,Morelia,2,Distribucion consumo,2,Cana,6,287.19236
09/01/2023,monday,1,Morelia,2,Distribucion transporte,3,Firme,1,2177.09
09/01/2023,monday,1,Morelia,2,Distribucion transporte,3,Flexible,2,555
09/01/2023,monday,1,Morelia,2,Distribucion transporte,3,Volumetrica,3,314.5
09/01/2023,monday,1,Morelia,2,Distribucion transporte,3,Interrumpible,7,0
09/01/2023,monday,1,Morelia,2,Distribucion transporte,3,Cana,6,0
09/01/2023,monday,1,Morelia,2,Incumplimientos,4,Firme,1,0
09/01/2023,monday,1,Morelia,2,Incumplimientos,4,Flexible,2,0
09/01/2023,monday,1,Uruapan,1,Historico,1,Firme,1,1000
09/01/2023,monday,1,Uruapan,1,Historico,1,Flexible,2,0
09/01/2023,monday,1,Uruapan,1,Historico,1,Volumetrica,3,270.4
09/01/2023,monday,1,Uruapan,1,Historico,1,Nominacion,4,1270.4
09/01/2023,monday,1,Uruapan,1,Historico,1,Medicion real,5,1449.7384
09/01/2023,monday,1,Uruapan,1,Distribucion consumo,2,Firme,1,1000
09/01/2023,monday,1,Uruapan,1,Distribucion consumo,2,Flexible,2,0
09/01/2023,monday,1,Uruapan,1,Distribucion consumo,2,Volumetrica,3,270.4
09/01/2023,monday,1,Uruapan,1,Distribucion consumo,2,Cana,6,179.3384
09/01/2023,monday,1,Uruapan,1,Distribucion transporte,3,Firme,1,1000
09/01/2023,monday,1,Uruapan,1,Distribucion transporte,3,Flexible,2,0
09/01/2023,monday,1,Uruapan,1,Distribucion transporte,3,Volumetrica,3,270.4
09/01/2023,monday,1,Uruapan,1,Distribucion transporte,3,Interrumpible,7,0
09/01/2023,monday,1,Uruapan,1,Distribucion transporte,3,Cana,6,19.6284
09/01/2023,monday,1,Uruapan,1,Incumplimientos,4,Firme,1,0
09/01/2023,monday,1,Uruapan,1,Incumplimientos,4,Flexible,2,0
10/01/2023,tuesday,2,Morelia,2,Historico,1,Firme,1,2177.09
10/01/2023,tuesday,2,Morelia,2,Historico,1,Flexible,2,1120
10/01/2023,tuesday,2,Morelia,2,Historico,1,Volumetrica,3,314.5
10/01/2023,tuesday,2,Morelia,2,Historico,1,Nominacion,4,3611.59
10/01/2023,tuesday,2,Morelia,2,Historico,1,Medicion real,5,3393.10421
10/01/2023,tuesday,2,Morelia,2,Distribucion consumo,2,Firme,1,2177.09
10/01/2023,tuesday,2,Morelia,2,Distribucion consumo,2,Flexible,2,1120
10/01/2023,tuesday,2,Morelia,2,Distribucion consumo,2,Volumetrica,3,96.01421
10/01/2023,tuesday,2,Morelia,2,Distribucion consumo,2,Cana,6,0
10/01/2023,tuesday,2,Morelia,2,Distribucion transporte,3,Firme,1,2177.09
10/01/2023,tuesday,2,Morelia,2,Distribucion transporte,3,Flexible,2,1120
10/01/2023,tuesday,2,Morelia,2,Distribucion transporte,3,Volumetrica,3,96.01421
10/01/2023,tuesday,2,Morelia,2,Distribucion transporte,3,Interrumpible,7,0
10/01/2023,tuesday,2,Morelia,2,Distribucion transporte,3,Cana,6,0
10/01/2023,tuesday,2,Morelia,2,Incumplimientos,4,Firme,1,0
10/01/2023,tuesday,2,Morelia,2,Incumplimientos,4,Flexible,2,0
10/01/2023,tuesday,2,Uruapan,1,Historico,1,Firme,1,1100
10/01/2023,tuesday,2,Uruapan,1,Historico,1,Flexible,2,0
10/01/2023,tuesday,2,Uruapan,1,Historico,1,Volumetrica,3,270.4
10/01/2023,tuesday,2,Uruapan,1,Historico,1,Nominacion,4,1370.4
10/01/2023,tuesday,2,Uruapan,1,Historico,1,Medicion real,5,1410.12496
10/01/2023,tuesday,2,Uruapan,1,Distribucion consumo,2,Firme,1,1100
10/01/2023,tuesday,2,Uruapan,1,Distribucion consumo,2,Flexible,2,0
10/01/2023,tuesday,2,Uruapan,1,Distribucion consumo,2,Volumetrica,3,270.4
10/01/2023,tuesday,2,Uruapan,1,Distribucion consumo,2,Cana,6,39.72496
10/01/2023,tuesday,2,Uruapan,1,Distribucion transporte,3,Firme,1,1100
10/01/2023,tuesday,2,Uruapan,1,Distribucion transporte,3,Flexible,2,0
10/01/2023,tuesday,2,Uruapan,1,Distribucion transporte,3,Volumetrica,3,270.4
10/01/2023,tuesday,2,Uruapan,1,Distribucion transporte,3,Interrumpible,7,0
10/01/2023,tuesday,2,Uruapan,1,Distribucion transporte,3,Cana,6,0
10/01/2023,tuesday,2,Uruapan,1,Incumplimientos,4,Firme,1,0
10/01/2023,tuesday,2,Uruapan,1,Incumplimientos,4,Flexible,2,0
11/01/2023,wednesday,3,Morelia,2,Historico,1,Firme,1,2177.09
11/01/2023,wednesday,3,Morelia,2,Historico,1,Flexible,2,1120
11/01/2023,wednesday,3,Morelia,2,Historico,1,Volumetrica,3,314.5
11/01/2023,wednesday,3,Morelia,2,Historico,1,Nominacion,4,3611.59
11/01/2023,wednesday,3,Morelia,2,Historico,1,Medicion real,5,3429.12417
11/01/2023,wednesday,3,Morelia,2,Distribucion consumo,2,Firme,1,2177.09
11/01/2023,wednesday,3,Morelia,2,Distribucion consumo,2,Flexible,2,1120
11/01/2023,wednesday,3,Morelia,2,Distribucion consumo,2,Volumetrica,3,132.03417
11/01/2023,wednesday,3,Morelia,2,Distribucion consumo,2,Cana,6,0
11/01/2023,wednesday,3,Morelia,2,Distribucion transporte,3,Firme,1,2177.09
11/01/2023,wednesday,3,Morelia,2,Distribucion transporte,3,Flexible,2,1120
11/01/2023,wednesday,3,Morelia,2,Distribucion transporte,3,Volumetrica,3,132.03417
11/01/2023,wednesday,3,Morelia,2,Distribucion transporte,3,Interrumpible,7,0
11/01/2023,wednesday,3,Morelia,2,Distribucion transporte,3,Cana,6,0
11/01/2023,wednesday,3,Morelia,2,Incumplimientos,4,Firme,1,0
11/01/2023,wednesday,3,Morelia,2,Incumplimientos,4,Flexible,2,0
11/01/2023,wednesday,3,Uruapan,1,Historico,1,Firme,1,1100
11/01/2023,wednesday,3,Uruapan,1,Historico,1,Flexible,2,0
11/01/2023,wednesday,3,Uruapan,1,Historico,1,Volumetrica,3,270.4
11/01/2023,wednesday,3,Uruapan,1,Historico,1,Nominacion,4,1370.4
11/01/2023,wednesday,3,Uruapan,1,Historico,1,Medicion real,5,1379.03386
11/01/2023,wednesday,3,Uruapan,1,Distribucion consumo,2,Firme,1,1100
11/01/2023,wednesday,3,Uruapan,1,Distribucion consumo,2,Flexible,2,0
11/01/2023,wednesday,3,Uruapan,1,Distribucion consumo,2,Volumetrica,3,270.4
